凉亭	pavilion
走廊	corridor
允宜	appropriate
精疲力尽	drained
实干家	doer
绞盘	capstan
边	edge
病症	illness
柿子	persimmon
腹	belly
木质	wooden
单色	monochrome
娱乐	hobby
宽洪	generous
卯眼	slit
午前	morning
罩	shade
保养	maintenance
精	essence
镇静剂	tranquilizer
持刀	knife-wielding
营养师	nutritionist
圆寂	death
陡然	precipitously
材	ability
天花	ceiling
绿树	greenery
耳蜗	cochlea
架	framework
商贩	trader
质	pledge
粗豪	forthright
弹力	elasticity
旁观者	observer
蒙难	killed
门客	visitor
不想	unexpectedly
嘴馋	gluttonous
丘	grave
木兰花	magnolia
润滑	smooth
拐弯处	bend
帽子	hat
柜	cabinet
封套	jacket
湿漉漉	damp
牧人	pastor
瘀斑	bruising
小手小脚	stingy
新闻学	journalism
口头禅	catchphrase
相通	communicating
劲	powerful
携带者	carrier
钱包	purse
姹	beautiful
声韵学	phonetics
酸橙	lime
钳子	vise
吹鼓手	booster
委婉语	euphemism
浴缸	bathtub
权力	authority
室内	indoor
大气	stylish
前厅	lobby
兆头	omen
商号	store
凡	temporal
婶子	aunt
磕磕绊绊	limping
断崖	precipice
支柱	mainstay
鬼鬼祟祟	sneaky
用心	intention
与时俱进	timely
半路	halfway
吹捧	adulation
玄妙	abstruse
乖张	unreasonable
蛾类	moth
包	bundle
发言	utterance
偶尔	occasionally
关联	linked
混乱	disorder
谦	modest
树阴	shade
宏观	holistic
快	forthright
博识	knowledgeable
边	boundary
表象	idea
相声	sketch
士	scholar
姚	handsome
别的	other
弗拉明戈	flamenco
额外	extra
利市	lucky
富足	plentiful
微笑	smile
放肆	presumptuous
透光	transparent
怼	dislike
裤头	underpants
闹	noisy
如是	thus
绝经	menopause
多灾多难	precarious
托盘	salver
年代	period
泛红	flushed
迎面	head-on
档期	timeslot
羞	shy
热线	hotline
戏份	scene
把柄	handle
热情	enthusiastic
购物	shopping
基准	base
潜质	potential
小册子	leaflet
专业性	expertise
总归	anyhow
绮想	fantasies
流明	lumen
亲	relative
货车	van
无业	jobless
铁齿	argumentative
威士忌	whiskey
衣冠	attire
异质	heterogeneous
霓虹	rainbow
行商	hawker
文字	writing
行销	marketing
脆弱	weak
现实主义	realism
检查站	checkpoint
器械	instrument
地下	covert
自己	oneself
疝	hernia
差额	balance
急公好义	public-spirited
犀利	penetrating
执拗	willful
下贱	lowly
正版	legal
水痘	chickenpox
静止	immobile
柬	note
前庭	vestibule
尸体	carcass
星斗	stars
没	not
冗余	redundancy
首饰	jewelry
蔫	listless
慢化剂	moderator
创办者	author
饰带	sash
麦芽	malt
偶而	occasionally
网管	webmaster
奇异	astonished
火车头	locomotive
连忙	promptly
缠绵	touching
辣椒	chili
乱象	chaos
症候群	syndrome
原生	native
寸	thumb
工作	job
熊蜂	bumblebee
卖方	seller
聊备一格	token
水晶	crystal
风物	scenery
阿公	grandfather
阴暗	dark
宿	former
价值	value
倒叙	flashback
肌体	fabric
旦	dawn
愣	unexpectedly
用意	purpose
人家	family
补品	tonic
话题	topic
状况	state
副校长	vice-principal
末端	tip
带种	plucky
单方面	unilateral
头	aspect
单一	only
笨拙	awkward
菌	fungus
衬衫	shirt
绿松石	turquoise
飞行员	aviator
片断	section
复习	revision
肥胖	fat
畔	boundary
校地	campus
券	bond
门子	pull
轻脆	frail
通风	ventilation
题字	inscription
核心	core
精英	elite
垓	boundary
活泼	brisk
女贞	privet
哭腔	sob
颗粒	granule
车皮	wagon
外表	external
宅子	residence
说得过去	acceptable
前厅	anteroom
可观	significant
分异	distinction
如期	punctual
严	tight
淡淡	indifferent
细线	string
亮堂	clear
柔术	jujitsu
驹子	colt
警惕	vigilant
嗣子	heir
平和	gentle
始终不渝	unswerving
杂食	omnivorous
心灵手巧	clever
显著	notable
疲弱	weak
傻帽	fool
较比	comparatively
气盛	impetuous
萌	adorable
弊病	malady
超自然	supernatural
藐藐	contemptuous
野猫	wildcat
令人振奋	rousing
唔	oh
排水管	drainpipe
篝火	bonfire
料定	certain
电阻	resistance
才	only
业	enterprise
彪炳	shining
丝柏	cypress
执事	attendant
主音	keynote
顺着	along
唯	yes
化身	personification
滚烫	boiling
特定	designated
凡	all
前揭	aforementioned
芥蒂	ill-feeling
手	hand
传呼机	pager
众人	everyone
准	standard
贝斯	bass
管治	governance
微积分	calculus
钤	seal
悲痛	grieved
蜡台	candlestick
伎俩	stratagem
阑干	uneven
格位	case
消化管	gut
巍巍	towering
亲和性	compatibility
窝心	dejected
售货员	salesperson
3P	threesome
飞龙	wyvern
不同凡响	brilliant
截	length
倥偬	pressing
辐照	irradiation
议案	proposal
过载	overload
探险者	explorer
公爵	duke
招式	style
皋	marsh
便利	easy
段子	sketch
阔佬	millionaire
意	wish
叉形	forked
调子	melody
干旱	arid
秀	handsome
女娃	girl
情状	situation
辩护人	defender
喜孜孜	bliss
逆反	opposite
偏误	bias
上	above
势态	state
青	young
伙计	waiter
甘甜	sweet
流浪者	rover
陷	pitfall
婊子	whore
奴隶制	slavery
好康	benefit
今	now
流星	meteor
阔绰	extravagant
屑	fragments
纯	genuine
凡	altogether
宽广	broad
珈	gamma
基尔特	guild
魔咒	curse
灵泛	nimble
纺织品	textile
哥儿	brothers
可执行	executable
时间	period
头盖骨	cranium
卑劣	base
纹	grain
敏锐	acute
双语	bilingual
驻地	encampment
春药	aphrodisiac
主体	agent
头重脚轻	top-heavy
印象	impression
洋油	kerosene
升格	upgrade
多疑	mistrustful
冒犯者	offender
辩证法	dialectics
令人振奋	inspiring
转介	referral
素	white
婆姨	wife
白	reactionary
虱目鱼	milkfish
板	clappers
诗意	poetry
刺	thorn
公公	grandpa
面部	face
前冠	heading
不幸	sad
于是	hence
自行	autonomous
物事	thing
开拔	departure
标竿	benchmark
货运	cargo
贵	noble
植物学	botany
台面	mesa
通风	airy
前瞻性	forward-looking
童	child
套娃	matryoshka
疲劳症	fatigue
估算	evaluation
体魄	build
医嘱	prescription
大米	rice
雷射	laser
远航	voyage
偷偷	furtively
陵	tomb
队形	formation
鲽	sole
廊庑	stoa
四维	four-dimensional
呎	foot
和	harmony
甡	crowd
连篇累牍	verbose
天妇罗	tempura
天亮	dawn
男巫	warlock
恢恢	vast
东道主	host
阿摩尼亚	ammonia
宽厚	magnanimous
蔚	luxuriant
样	pattern
低保	welfare
向下	down
奇葩	prodigy
宿舍	dormitory
羊肉	mutton
菲力	fillet
奈米	nanometer
嗵	thud
线圈	solenoid
老鸟	veteran
凄	dismal
荒诞	preposterous
员	person
藏头露尾	half-truths
个头	height
雄性	male
累进	progressive
钍	thorium
伴	partner
束带	belt
匋	pottery
资本	capital
风暴	storm
彪悍	doughty
麻黄素	ephedrine
自	oneself
作	troublesome
车架	barrow
破	rotten
次	second
焦炭	coke
逶	swagger
老年	elderly
桃花源	utopia
施事	agent
领口	neckline
堂倌	attendant
里	inside
难缠	demanding
怅惘	distracted
若是	if
恒等式	identity
自定义	custom
欢娱	pleasure
分立	separate
侦察员	scout
财迷	miser
领唱	choirmaster
痘苗	vaccine
楔子	prologue
不对称	unsymmetrical
机密	classified
仪器	instrument
不兴	impermissible
文书	secretary
监管	supervision
畸形	deformity
闪烁	flickering
代替者	substitute
啦啦队	cheerleader
一致性	consistency
凛	majestic
酥软	weak
只身	alone
惠	favor
生日	birthday
型板	template
窝	lair
反响	echo
磨刀石	whetstone
种类	type
科系	department
传感	sensing
工商界	industry
剌	absurd
事故	accident
卡方	chi-square
祎	fine
耗时	time-consuming
骚动	disturbance
紧	urgent
程	rule
指模	fingerprint
镱	ytterbium
蹦床	trampoline
搬场	removal
接触	access
水坑	sump
口水	saliva
花圈	wreath
定数	quota
氢气	hydrogen
裂痕	gap
聚落	settlement
表演	play
海	sea
象	appearance
主要	major
遽	suddenly
小姑	sister-in-law
假话	misstatement
走道	aisle
土拨鼠	groundhog
馥	aroma
旗号	banner
终战	armistice
新殖民主义	neocolonialism
提倡者	advocate
周详	comprehensive
法事	ritual
盱	anxious
对等	parity
花哨	garish
警备	garrison
恭喜	greetings
横队	row
老爷	lord
凶猛	ferocious
身	pregnant
视力	vision
药膏	ointment
小结	brief
总量	total
可视化	visualization
贫寒	impoverished
头领	leader
源	source
面影	face
蹠	metatarsus
男子汉	man
封条	seal
畸	irregular
栈房	inn
颠扑不破	unbreakable
粗哑	raucous
骗术	deceit
日志	log
哑巴	muted
海市蜃楼	mirage
不对	wrong
丁烷	butane
胎	tire
嘴	beak
厚实	sturdy
大补帖	tonic
瞌睡	drowsy
支	branch
毅然	firmly
集中	centralized
控制权	control
胆	courage
时序	timing
周延	distributed
百日咳	pertussis
指称	reference
参数	parameter
缺	lack
开襟	unbuttoned
曾	former
得主	winner
密探	detective
好玩	interesting
过度	overdue
白浊	gonorrhea
头等	main
蜡像馆	waxworks
种姓	caste
苞片	bract
浩繁	arduous
侧	lateral
垫背	scapegoat
侍妾	concubine
傎	inversion
家用	domestic
昏迷	disoriented
统共	altogether
奸商	shark
分歧	divergent
间隙	gap
口吻	accent
凶残	cruel
毒害	poisoning
祅	goblin
损	caustic
精神	mind
浮面	surface
朕兆	omen
人马	troop
轮船	ship
中量级	middleweight
重孙	great-grandson
功课	lesson
日益	increasingly
姜黄	turmeric
慢条斯理	leisurely
澍	moisture
同卵	monozygotic
暗地里	secretly
过往	previous
猴	monkey
小事	trifle
和蔼	amiable
瘀青	bruise
尾椎	tailbone
冰沙	smoothie
过	excessively
可能	probable
与时俱进	progressive
道	road
光明正大	openly
妥	settled
冰橇	sledge
普鲁卡因	procaine
由	by
编年史	chronicle
征	expedition
榴弹	grenade
马蜂	hornet
我们	us
笔记	notes
活板	trapdoor
联合	alliance
帕夏	pasha
舅爷	granduncle
宽广	vast
即插即用	plug-and-play
做法	recipe
来劲	exhilarating
实时	instantaneous
草稿	draft
告解	confession
汽化器	carburetor
实质上	essentially
母女	mother-daughter
讲师	lecturer
藏	depository
传单	leaflet
由旬	yojana
谴责	criticism
征途	trek
其一	firstly
鹅卵石	pebble
爱昵	loving
子叶	cotyledon
缺失	hiatus
证言	testimony
慈悲	mercy
只	but
叶子板	fender
稀里糊涂	careless
夜里	nighttime
环	hoop
兼收并蓄	eclectic
沔	inundation
缛	adorned
下贱	humble
申请	application
茂	cyclopentadiene
木材	wood
否	clogged
弯弯曲曲	zigzagging
戒指	ring
未决定	pending
惊惶	panic-stricken
供品	offering
精巧	elaborate
嬅	beautiful
森严	tight
结实	sturdy
价	servant
僖	merry
聪慧	bright
方差	variance
海报	poster
转轮	rotor
掮客	broker
一世	age
明明	obviously
嫩苗	sprout
三段论	syllogism
颈子	neck
舢板	sampan
减损	impairment
胖子	fatty
拖曳机	tractor
芬	fragrance
早日	promptly
含冤	wronged
胶泥	clay
补选	by-election
朝向	exposure
游艺会	fair
有意义	worthwhile
狗血	melodramatic
迫于	restricted
巨亨	tycoon
迷	enthusiast
单极	unipolar
免受	freedom
轰	explosion
词语	expression
那边	yonder
紧绷绷	taut
枸	crooked
没	drowned
宗派	sect
精英	cream
箧	box
切口	incision
伴随	concomitant
镇静	calm
亚纲	subclass
活动	campaign
暨	and
昌	prosperous
打	since
廊	corridor
悠悠	preposterous
犀	sharp
卧内	bedroom
崔	precipitous
洋灰	cement
共和国	republic
损伤	disability
除法	division
特权	privileged
阴柔	soft
俊杰	genius
轻松	light
礐	hard
同位	par
年头	days
语意	meaning
金瓜	pumpkin
满盘	comprehensive
致命	mortal
修长	slender
烟花女	prostitute
不然	no
结扎	ligation
种马	stallion
手笔	style
差点	almost
域	field
私通	adultery
奖	prize
合适	fitting
党	association
村里	hamlet
战船	warship
蛤蟆	frog
含糊	perfunctory
坦克	tank
五分美金	nickel
水疱	blister
持重	cautious
女人家	women
疲惫	beaten
茴	aniseed
业界	industry
演绎法	deduction
钋	polonium
地盘	domain
协调员	coordinator
栖息	dwelling
连天	incessantly
受挫	setback
血淋淋	bloody
休闲	leisure
憨	simple-minded
致癌	carcinogenic
中古	second-hand
六角形	hexagon
青瓷	celadon
陶工	potter
消极	passive
理学	science
无菌性	aseptic
大赦	amnesty
欢喜	happy
豁	slit
掌握	fluency
完美无瑕	perfect
插画	illustration
绛	purple-red
彧	elegant
版图	territory
板牙	incisor
光谱	spectrum
虽说	though
酸	tart
中人	go-between
要略	roughly
键	linchpin
浮质	aerosol
在其中	wherein
冰帽	icecap
刻骨	deep-rooted
义卖会	bazaar
高	your
仇恨	enmity
佣	commission
瓷器	porcelain
鲍	abalone
腻子	putty
媳妇	wife
婿	husband
怠	lazy
皓	white
护目镜	goggles
标题	title
马丁尼	martini
商铺	shop
半衰期	half-life
盎然	exuberant
晚祷	vespers
药典	pharmacopoeia
更生	rejuvenated
附庸	dependent
稀少	rare
紧绷	strained
盒	case
鉴	mirror
濒危	endangered
腔	barrel
资深	veteran
芽	sprout
整体	synthesis
哪儿	anywhere
氢	hydrogen
尔后	henceforth
料	grain
生物体	organism
场面	situation
苞	bud
山水	landscape
菜	weak
炮击	bombardment
磕磕巴巴	stuttering
津津	ardent
不等式	inequality
准绳	yardstick
傻大个	oaf
大幅	substantially
沙池	sandbox
前辈	precursor
锁骨	collarbone
廊庑	colonnade
无碍	unhindered
平摆	yawing
知心	intimate
霸王	overlord
分贝	decibel
不安	disturbed
怆	sad
借词	pretext
幸亏	fortunately
长寿	longevity
炮击	bombardment
现在	modern
参差不齐	jagged
光辉	brilliant
滨江	riverside
芝士	cheese
希望	hope
执照	permit
急匆匆	hurried
永久	everlasting
陶	pleased
分量	weight
牢友	cellmate
机关	scheme
轨	track
板条箱	crate
现存	existent
次生	sub-
氤氲	dense
总裁	chairman
乳浆	whey
气胸	pneumothorax
权谋	tactics
鹿死谁手	champion
傻里傻气	stupid
子句	clause
个性	individuality
核型	karyotype
壮丽	magnificence
可溶性	solubility
政教合一	theocracy
停当	settled
无水	waterless
粉笔	chalk
贫嘴	jocular
线报	tip-off
轻佻	frivolous
峥	lofty
公义	righteousness
徽	badge
那个	that
再保险	reinsurance
切合	appropriate
暴徒	thug
书	document
渎	disrespectful
更年期	menopause
独	sole
闷闷不乐	moody
箝	pincers
堂而皇之	overt
钉子	saboteur
撰稿人	author
购买者	purchaser
预兆	omen
实质性	substantive
公猪	boar
日中	noon
卷绕	winding
输卵管	oviduct
空前	unprecedented
不透水	impermeable
脸皮厚	brazen
衣钵	mantle
缩略	abbreviation
动荡	unrest
蟒	python
坊	workshop
下落	whereabouts
至诚	sincere
火炮	cannon
创	trauma
合气道	aikido
风标	turncoat
青史	annal
收方	recipient
痞	constipation
浓重	strong
黄嘌呤	xanthine
套鞋	galoshes
豪	heroic
胶黏	sticky
水坑	puddle
概	general
鞋履	footwear
不声不响	taciturn
攫取	robbery
灯笼裤	knickerbockers
不宜	inadvisable
新月	crescent
图片	photograph
联系	relation
黑客	hacker
实体	entity
分销	distribution
客店	inn
那儿	there
榜样	model
棍棒	staff
同量	commensurate
情人	lover
多才	multi-talented
周期性	periodic
混血儿	mulatto
鉴于	whereas
零距离	face-to-face
纤	fine
秋千	seesaw
钳子	claw
恒	constant
恭敬	deferential
百合花	lily
纵裂	lobe
右倾	right-wing
习惯性	customary
力量	power
碧玉	jasper
饰带	streamer
湛	deep
躯干	torso
电器	appliance
灰	dejected
邪乎	severe
笔谈	essays
监察人	supervisor
围栏	railings
棚子	shack
我	my
创伤	wound
裳	skirts
考究	exquisite
遗产	inheritance
宽	broad
记法	notation
幺	one
风挡	windshield
尸体剖检	autopsy
瘦长	slim
也就是	i.e.
质	nature
没趣	unsatisfactory
妖术	sorcery
淀	precipitate
歌词	lyrics
倾角	dip
截	section
份儿	extent
西洋镜	trickery
木料	lumber
比率	rate
肥硕	plump
音讯	letters
就是	exactly
嫩苗	seedling
喙	beak
偏移	deviation
多功能	multi-function
民众	populace
这些个	these
滩	rapids
轻佻	coquettish
爰	consequently
湿气	eczema
皮革	leather
夫役	laborer
庭外	out-of-court
边框	rim
深	deep
专属	proprietary
运交	shipping
鼻息	breath
硬	strong
笺注	commentaries
持久	persistent
网	net
媒介	intermediary
暴烈	fierce
工程	project
亲	bride
忧惧	apprehensive
半腰	halfway
不可救药	incurable
透视学	perspective
冷淡	cold
对谈	discussion
太过	excessively
欠妥	improper
日程	schedule
漫步者	rambler
干燥	arid
泪液	teardrops
胆色素	bilirubin
窃窃	unobtrusively
炜	bright
答	respond
惬意	contented
作曲家	composer
污名	stigma
扎扎	crunch
钮	button
境界	boundary
冗	redundant
梅雨	monsoon
柏	cypress
疑窦	doubts
奸	adultery
贿买	bribery
挑夫	porter
趋势	trend
熙	splendid
章	chapter
浊	impure
黄疸	jaundice
嚓	snap
教父	godfather
差别	distinction
坚定	resolute
据点	stronghold
不堪	utterly
椅子	chair
季风	monsoon
推手	promoter
碾盘	millstone
止疼片	analgesic
长短	duration
彪悍	valiant
初	basic
家	my
速度	speed
拉比	rabbi
轻纱	gauze
清寒	poor
院	courtyard
排错	debugging
分钱	penny
和蔼	nice
暴君	despot
腰部	waist
虚拟	virtual
伢子	child
丰腴	well-rounded
说话	word
亮光	light
巨蛋	dome
沈	liquid
饱学	learned
裂解	splitting
明丽	gorgeous
宗旨	goal
裸麦	rye
层面	facet
生计	livelihood
敏捷	shrewd
中青年	middle-aged
续编	continuation
天地	world
破纪录	record-breaking
